url,page_path,current_clicks,previous_clicks,clicks_delta,clicks_pct_change,current_ctr_pct,previous_ctr_pct,ctr_delta_pp,current_position,previous_position,position_delta,c30_clicks,p30_clicks,c30_impressions,c90_impressions,p90_impressions,clicks_16m,impressions_16m,traffic_delta,potential_opportunity,priority_score,business_intent,page_type,money_page,blog,category_page,landing_page,knowledge_page
https://dreamlab.id/dreampreneur-beauty-academy-surabaya-2026/,/dreampreneur-beauty-academy-surabaya-2026/,0,1,-1,-100.0,16.67,20.0,-3.33,7.2,6.6,0.6,0,0,0,0,5,1,6,-1,0.0,13.6,local,article,False,True,False,False,True
https://dreamlab.id/rahasia-kulit-glowing-devina-karamoy/,/rahasia-kulit-glowing-devina-karamoy/,0,1,-1,-100.0,0.0,0.65,-0.65,7.6,9.8,-2.1,0,0,13,123,154,2,624,-1,6.2,48.1,commercial,article,True,True,False,False,True
https://dreamlab.id/category/bisnis-kosmetik/,/category/bisnis-kosmetik/,0,1,-1,-100.0,0.0,1.01,-1.01,20.7,32.6,-11.9,0,0,4,86,99,1,3973,-1,1.0,46.3,commercial,category,True,False,True,False,False
https://dreamlab.id/maklon-kosmetik-jakarta-dreamlab-2026/,/maklon-kosmetik-jakarta-dreamlab-2026/,0,1,-1,-100.0,0.49,0.36,0.13,17.8,15.4,2.4,0,0,0,0,280,2,411,-1,8.3,53.9,brand,service,True,False,False,False,False
https://dreamlab.id/tips-membuat-hand-sanitizer-bisnis/,/tips-membuat-hand-sanitizer-bisnis/,0,1,-1,-100.0,0.0,4.17,-4.17,11.1,10.8,0.3,0,0,2,49,24,2,200,-1,1.2,43.6,commercial,article,True,True,False,False,True
https://dreamlab.id/maklon-kosmetik-terbaik-bahasa/,/maklon-kosmetik-terbaik-bahasa/,0,1,-1,-100.0,0.0,4.55,-4.55,16.0,6.7,9.3,0,0,0,1,22,2,42,-1,0.0,25.0,commercial,service,True,False,False,False,False
https://dreamlab.id/atur-kosmetik-halal-dreamlab/,/atur-kosmetik-halal-dreamlab/,3,4,-1,-25.0,0.74,0.72,0.03,10.1,8.9,1.2,0,3,53,403,557,8,1012,-1,7.1,33.8,brand,article,False,True,False,False,True
https://dreamlab.id/strategi-tiktok-shop-campaign-gratis/,/strategi-tiktok-shop-campaign-gratis/,1,2,-1,-50.0,0.29,0.56,-0.27,9.0,7.2,1.8,0,1,40,342,354,10,1433,-1,16.1,53.2,commercial,article,True,True,False,False,True
https://dreamlab.id/perbedaan-privatelabel-vsodm/,/perbedaan-privatelabel-vsodm/,0,1,-1,-100.0,0.0,0.2,-0.2,9.3,6.7,2.5,0,0,41,215,491,3,1024,-1,10.8,50.9,commercial,article,True,True,False,False,True
https://dreamlab.id/hair-care/,/hair-care/,2,3,-1,-33.3,0.98,0.4,0.58,27.0,26.0,0.9,1,1,4,204,397,9,1129,-1,0.4,50.4,commercial,company_or_service,True,False,False,True,False
