query,clicks_c90,clicks_p90,clicks_delta,clicks_pct_change,impressions_c90,impressions_p90,impressions_delta,ctr_c90_pct,ctr_p90_pct,ctr_delta_pp,position_c90,position_p90,position_delta,c30_clicks,p30_clicks,clicks_16m,impressions_16m,trend,business_intent,brand
"saya ingin mencoba produk baru untuk perawatan tubuh, merek apa yang terkenal saat ini?. my location is indonesia.",0,0,0,,13,0,13,0.0,0.0,,4.5,,,0,0,0,13,stable,local,False
saya tinggal di indonesia. beri saya daftar produk rambut sehat yang dikenal memiliki kualitas paling bagus.,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. berikan saya daftar merek perawatan rambut yang layak dipertimbangkan.,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. berikan saya daftar produk perawatan rambut yang dikenal memiliki kemasan paling baik.,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. berikan saya daftar produk perawatan rambut yang dikenal memiliki kualitas terbaik.,0,0,0,,2,0,2,0.0,0.0,,1.0,,,0,0,0,2,stable,local,False
saya tinggal di indonesia. berikan saya daftar produk perawatan rambut yang memiliki efektivitas paling baik.,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. berikan saya daftar produk untuk rambut rontok yang dikenal memiliki ketersediaan terbaik.,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. bisa beritahu saya produk apa untuk kulit kepala berminyak yang punya kandungan yang bagus?,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. bisakah anda beri tahu saya produk rambut sehat apa saja yang mudah digunakan?,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. bisakah anda beritahu saya produk perawatan rambut sehat apa saja yang efektif?,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. bisakah anda memberi tahu saya produk rambut sehat apa saja yang kualitasnya bagus?,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. bisakah kamu tunjukkan beberapa pilihan merek perawatan rambut untuk saya?,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. carikan saya pilihan produk perawatan rambut dari merek dengan reputasi terbaik.,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
"saya tinggal di indonesia. kalau saya ingin mulai rutin perawatan rambut, sebaiknya pilih merek apa?",0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. produk perawatan rambut apa yang efektivitasnya paling baik?,0,0,0,,3,0,3,0.0,0.0,,1.0,,,0,0,0,3,stable,local,False
saya tinggal di indonesia. produk perawatan rambut apa yang memiliki kualitas terbaik?,0,0,0,,23,0,23,0.0,0.0,,7.9,,,0,0,0,23,stable,local,False
saya tinggal di indonesia. produk perawatan untuk rambut sehat apa yang punya efektivitas terbaik?,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. produk untuk rambut sehat apa yang memiliki kualitas terbaik?,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
"saya tinggal di indonesia. saya ingin membeli produk untuk kulit kepala berminyak, merek mana yang ulasannya paling bagus?",0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. saya ingin produk perawatan rambut dengan efektivitas yang sangat tinggi.,0,0,0,,1,0,1,0.0,0.0,,10.0,,,0,0,0,1,stable,local,False
saya tinggal di indonesia. tolong carikan saya beberapa pilihan produk perawatan rambut dengan kualitas terbaik.,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,local,False
scent of indonesia 2026,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,2,stable,local,False
shampoo psoriasis indonesia,0,0,0,,0,1,-1,0.0,0.0,,,20.0,,0,0,0,1,stable,local,False
skin care mahal di indonesia,0,0,0,,1,0,1,0.0,0.0,,31.0,,,0,0,0,1,stable,local,False
skincare affiliate indonesia,0,0,0,,9,18,-9,0.0,0.0,,15.9,13.4,2.5,0,0,0,105,stable,local,False
skincare bali,0,0,0,,4,3,1,0.0,0.0,,25.0,74.7,-49.7,0,0,0,10,stable,local,False
skincare dari bali,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,2,stable,local,False
skincare indonesia terbaik,0,0,0,,2,0,2,0.0,0.0,,9.0,,,0,0,0,2,stable,local,False
skincare komala indonesia review tren 2026,0,0,0,,7,0,7,0.0,0.0,,15.0,,,0,0,0,7,stable,local,False
skincare lokal indonesia paling bagus 2026,0,0,0,,0,19,-19,0.0,0.0,,,17.7,,0,0,0,19,stable,local,False
skincare lokal indonesia terbaik 2026,0,0,0,,0,50,-50,0.0,0.0,,,7.7,,0,0,0,50,stable,local,False
skincare mahal di indonesia,0,0,0,,1,0,1,0.0,0.0,,55.0,,,0,0,0,1,stable,local,False
skincare no 1 di indonesia,0,0,0,,34,25,9,0.0,0.0,,11.5,22.4,-10.9,0,0,0,60,stable,local,False
skincare no 1 di indonesia 2026,0,0,0,,4,0,4,0.0,0.0,,6.0,,,0,0,0,4,stable,local,False
skincare no. 1 di indonesia,0,0,0,,27,8,19,0.0,0.0,,11.8,21.6,-9.8,0,0,0,37,stable,local,False
skincare nomor 1 di indonesia,0,0,0,,5,2,3,0.0,0.0,,27.6,41.5,-13.9,0,0,0,7,stable,local,False
skincare products indonesia 2026,0,0,0,,0,3,-3,0.0,0.0,,,16.0,,0,0,0,3,stable,local,False
skincare rekomendasi indonesia 2026,0,0,0,,0,3,-3,0.0,0.0,,,16.0,,0,0,0,3,stable,local,False
skincare surabaya,0,0,0,,1,0,1,0.0,0.0,,11.0,,,0,0,0,1,stable,local,False
skincare terbaik di indonesia,0,0,0,,6,10,-4,0.0,0.0,,15.8,22.7,-6.9,0,0,0,16,stable,local,False
skincare terbaik di indonesia 2026,0,0,0,,13,8,5,0.0,0.0,,6.9,6.5,0.4,0,0,0,23,stable,local,False
skincare terbaik di indonesia.,0,0,0,,0,1,-1,0.0,0.0,,,17.0,,0,0,0,1,stable,local,False
skincare terbaik indonesia 2026,0,0,0,,0,35,-35,0.0,0.0,,,11.3,,0,0,0,52,stable,local,False
skincare terbaik no 1 di indonesia,0,0,0,,10,1,9,0.0,0.0,,9.9,12.0,-2.1,0,0,0,11,stable,local,False
skincare terbaik no 1 di indonesia 2026,0,0,0,,24,4,20,0.0,0.0,,3.5,3.8,-0.2,0,0,0,28,stable,local,False
skincare viral indonesia 2026,0,0,0,,3,7,-4,0.0,0.0,,8.7,26.7,-18.0,0,0,0,10,stable,local,False
skincare viral tiktok indonesia 2026,0,0,0,,1,0,1,0.0,0.0,,16.0,,,0,0,0,1,stable,local,False
skylab indonesia,0,0,0,,1,0,1,0.0,0.0,,42.0,,,0,0,0,1,stable,local,False
slogan skincare indonesia,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,3,stable,local,False
soothing gel herbalife,0,0,0,,1,0,1,0.0,0.0,,3.0,,,0,0,0,1,stable,local,False
speedlab indonesia,0,0,0,,1,0,1,0.0,0.0,,50.0,,,0,0,0,1,stable,local,False
spesialis formulasi kosmetik in indonesia,0,0,0,,3,0,3,0.0,0.0,,11.3,,,0,0,0,3,stable,local,False
standar kecantikan di indonesia 2025,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,16,stable,local,False
standar kecantikan indonesia,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,local,False
standar kecantikan indonesia 2025,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,21,stable,local,False
statistik industri kosmetik indonesia 2025,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,10,stable,local,False
strategi pertumbuhan perusahaan skincare digital indonesia,0,0,0,,1,0,1,0.0,0.0,,11.0,,,0,0,0,1,stable,local,False
sunscreen indonesia,0,0,0,,2,0,2,0.0,0.0,,27.5,,,0,0,0,2,stable,local,False
sunscreen lokal indonesia,0,0,0,,5,0,5,0.0,0.0,,12.4,,,0,0,0,14,stable,local,False
sunscreen lokal indonesia terbaik,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,12,stable,local,False
sunscreen lokal terbaik indonesia,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,local,False
sunscreen terbaik indonesia,0,0,0,,2,2,0,0.0,0.0,,22.0,20.5,1.5,0,0,0,4,stable,local,False
tempat membuang baju bekas di bandung,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,2,2,stable,local,False
tera laboratorium indonesia,0,0,0,,1,0,1,0.0,0.0,,38.0,,,0,0,0,1,stable,local,False
tiktok shop viral products indonesia 2025,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,local,False
tiktok trending products indonesia 2025,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,local,False
tiktok viral products indonesia 2025,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,6,stable,local,False
toko kosmetik di tangerang,0,0,0,,2,0,2,0.0,0.0,,31.5,,,0,0,0,2,stable,local,False
toko kosmetik terlengkap di surabaya,0,0,0,,0,1,-1,0.0,0.0,,,85.0,,0,0,0,1,stable,local,False
tren beauty indonesia paling viral 2026,0,0,0,,0,4,-4,0.0,0.0,,,38.8,,0,0,0,4,stable,local,False
tren kecantikan indonesia 2026,0,0,0,,3,4,-1,0.0,0.0,,14.0,10.0,4.0,0,0,0,7,stable,local,False
tren makeup 2026 indonesia,0,0,0,,1,4,-3,0.0,0.0,,11.0,14.0,-3.0,0,0,0,5,stable,local,False
tren parfum 2026 indonesia,0,0,0,,12,19,-7,0.0,0.0,,6.2,5.3,0.9,0,0,0,31,stable,local,False
tren parfum indonesia 2026,1,0,1,100,11,0,11,9.09,0.0,,5.2,,,0,0,1,11,stable,local,False
tren skincare 2026 indonesia,0,0,0,,3,0,3,0.0,0.0,,6.7,,,0,0,0,3,stable,local,False
tren skincare indonesia 2025,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,local,False
tren skincare indonesia 2026,0,0,0,,2,2,0,0.0,0.0,,14.0,10.0,4.0,0,0,0,4,stable,local,False
ulasan pt danz nine indonesia,0,0,0,,1,0,1,0.0,0.0,,2.0,,,0,0,0,1,stable,local,False
urutan produk skincare terbaik di indonesia,0,0,0,,1,0,1,0.0,0.0,,11.0,,,0,0,0,1,stable,local,False
urutan skincare terbaik di indonesia,0,0,0,,20,16,4,0.0,0.0,,13.0,17.9,-4.9,0,0,0,40,stable,local,False
viral product indonesia 2025,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,5,stable,local,False
viral products indonesia 2025,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,4,stable,local,False
viral products tiktok indonesia 2025,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,3,stable,local,False
viral products tiktok shop indonesia 2025,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,local,False
viral tiktok products indonesia 2025,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,5,stable,local,False
wahana kosmetika indonesia,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,local,False
